time,label,BIO
0.1333333333333333,NoGesture,O
0.1666666666666666,Gesture,B
0.2,NoGesture,I
0.2333333333333333,NoGesture,I
0.2666666666666666,NoGesture,I
0.3,NoGesture,I
0.3333333333333333,NoGesture,I
0.3666666666666666,NoGesture,I
0.4,NoGesture,I
0.4333333333333333,NoGesture,I
0.4666666666666667,NoGesture,I
0.5,NoGesture,I
0.5333333333333333,NoGesture,I
0.5666666666666667,NoGesture,I
0.6,Gesture,I
0.6333333333333333,Gesture,I
0.6666666666666666,Gesture,I
0.7,Gesture,I
0.7333333333333333,Gesture,I
0.7666666666666667,Gesture,I
0.8,Gesture,I
0.8333333333333334,Gesture,I
0.8666666666666667,Gesture,I
0.9,Gesture,I
0.9333333333333332,Gesture,I
0.9666666666666668,Gesture,I
1.0,Gesture,I
1.0333333333333334,Gesture,I
1.0666666666666669,Gesture,I
1.1,Gesture,I
1.1333333333333333,Gesture,I
1.1666666666666667,Gesture,I
1.2,Gesture,I
1.2333333333333334,Gesture,I
1.2666666666666666,Gesture,I
1.3,Gesture,I
1.3333333333333333,Gesture,I
1.3666666666666667,Gesture,I
1.4,Gesture,I
1.4333333333333331,Gesture,I
1.4666666666666666,Gesture,I
1.5,Gesture,I
1.5333333333333334,Gesture,I
1.5666666666666669,Gesture,I
1.6,Gesture,I
1.6333333333333333,Gesture,I
1.6666666666666667,Gesture,I
1.7,Gesture,I
1.7333333333333334,Gesture,I
1.7666666666666666,Gesture,I
1.8,Gesture,I
1.8333333333333333,Gesture,I
1.8666666666666667,Gesture,I
1.9,Gesture,I
1.9333333333333331,Gesture,I
1.9666666666666663,Gesture,I
2.0,Gesture,I
2.033333333333333,Gesture,I
2.066666666666667,Gesture,I
2.1,Gesture,I
2.1333333333333333,NoGesture,I
2.1666666666666665,Gesture,I
2.2,Gesture,I
2.2333333333333334,Gesture,I
2.2666666666666666,Gesture,I
2.3,Gesture,I
2.3333333333333335,Gesture,I
2.3666666666666667,Gesture,I
2.4,Gesture,I
2.433333333333333,Gesture,I
2.466666666666667,Gesture,I
2.5,Gesture,I
2.533333333333333,Gesture,I
2.566666666666667,Gesture,I
2.6,Gesture,I
2.6333333333333333,Gesture,I
2.6666666666666665,Gesture,I
2.7,Gesture,I
2.7333333333333334,Gesture,I
2.7666666666666666,Gesture,I
2.8,Gesture,I
2.8333333333333335,Gesture,I
2.8666666666666667,Gesture,I
2.9,Gesture,I
2.933333333333333,Gesture,I
2.966666666666667,Gesture,I
3.0,Gesture,I
3.033333333333333,Gesture,I
3.066666666666667,Gesture,I
3.1,Gesture,I
3.1333333333333333,NoGesture,I
3.1666666666666665,NoGesture,I
3.2,Gesture,I
3.2333333333333334,Gesture,I
3.2666666666666666,Gesture,I
3.3,NoGesture,I
3.3333333333333335,Gesture,I
3.3666666666666667,Gesture,I
3.4,Gesture,I
3.433333333333333,Gesture,I
3.466666666666667,Gesture,I
3.5,Gesture,I
3.533333333333333,Gesture,I
3.566666666666667,Gesture,I
3.6,Gesture,I
3.6333333333333337,Gesture,I
3.6666666666666665,Gesture,I
3.7,Gesture,I
3.7333333333333334,Gesture,I
3.7666666666666666,Gesture,I
3.8,Gesture,I
3.8333333333333335,Gesture,I
3.8666666666666663,Gesture,I
3.9,Gesture,I
3.933333333333333,Gesture,I
3.966666666666667,Gesture,I
4.0,Gesture,I
4.033333333333333,Gesture,I
4.066666666666666,NoGesture,I
4.1,Gesture,I
4.133333333333334,Gesture,I
4.166666666666667,Gesture,I
4.2,Gesture,I
4.233333333333333,Gesture,I
4.266666666666667,Gesture,I
4.3,Gesture,I
4.333333333333333,Gesture,I
4.366666666666666,Gesture,I
4.4,Gesture,I
4.433333333333334,Gesture,I
4.466666666666667,Gesture,I
4.5,Gesture,I
4.533333333333333,Gesture,I
4.566666666666666,Gesture,I
4.6,Gesture,I
4.633333333333334,Gesture,I
4.666666666666667,Gesture,I
4.7,Gesture,I
4.733333333333333,Gesture,I
4.766666666666667,Gesture,I
4.8,Gesture,I
4.833333333333333,Gesture,I
4.866666666666666,Gesture,I
4.9,Gesture,I
4.933333333333334,Gesture,I
4.966666666666667,Gesture,I
5.0,NoGesture,I
5.033333333333333,Gesture,I
5.066666666666666,Gesture,I
5.1,Gesture,I
5.133333333333334,Gesture,I
5.166666666666667,NoGesture,I
5.2,Gesture,I
5.233333333333333,Gesture,I
5.266666666666667,NoGesture,O
5.3,NoGesture,O
5.333333333333333,NoGesture,O
5.366666666666666,NoGesture,O
5.4,NoGesture,O
